"CIRCOSCRIZIONE","COLLEGIO_UNINOMINALE","DESCR_LISTA","CANDIDATO","DATA_NASCITA","LUOGO_NASCITA"
"LIGURIA","LIGURIA - U02 (GENOVA: MUNICIPIO VII - PONENTE)","FORZA ITALIA","ILARIA CAVO","11/10/1973","GENOVA"
"LIGURIA","LIGURIA - U02 (GENOVA: MUNICIPIO VII - PONENTE)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ILARIA CAVO","11/10/1973","GENOVA"
"LIGURIA","LIGURIA - U02 (GENOVA: MUNICIPIO VII - PONENTE)","MASTELLA NOI DI CENTRO EUROPEISTI","SALVATORE MONACO","28/03/1995","NAPOLI"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","UNIONE POPOLARE CON DE MAGISTRIS","LAURA TONELLI","17/04/1970","GENOVA"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","ITALEXIT PER L'ITALIA","MARCO MARTINI","19/05/1981","GENOVA"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)"," +EUROPA","LUCA PASTORINO","30/09/1971","GENOVA"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","ALLEANZA VERDI E SINISTRA","LUCA PASTORINO","30/09/1971","GENOVA"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","LUCA PASTORINO","30/09/1971","GENOVA"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","LUCA PASTORINO","30/09/1971","GENOVA"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","ITALIA SOVRANA E POPOLARE","DANIELA COLLEO","22/06/1961","GENOVA"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","MOVIMENTO 5 STELLE","MARIA TINI","11/04/1960","PERUGIA"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","VITA","LUCA DE PASQUALE","24/11/1977","MILANO"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","AZIONE - ITALIA VIVA - CALENDA","DAVIDE FALTERI","04/09/1972","GENOVA"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","LEGA PER SALVINI PREMIER","SANDRO MARIO BIASOTTI","02/07/1948","GENOVA"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","FRATELLI D'ITALIA CON GIORGIA MELONI","SANDRO MARIO BIASOTTI","02/07/1948","GENOVA"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","FORZA ITALIA","SANDRO MARIO BIASOTTI","02/07/1948","GENOVA"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","SANDRO MARIO BIASOTTI","02/07/1948","GENOVA"
"LIGURIA","LIGURIA - U03 (GENOVA: MUNICIPIO I - CENTRO EST)","MASTELLA NOI DI CENTRO EUROPEISTI","ROBERTO SENSONI","16/02/1954","LA SPEZIA"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","UNIONE POPOLARE CON DE MAGISTRIS","CATIA CASTELLANI","24/07/1959","LA SPEZIA"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","ITALEXIT PER L'ITALIA","RAFFAELLA SPEZIA","13/04/1974","LA SPEZIA"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)"," +EUROPA","DANIELE MONTEBELLO","06/03/1986","LA SPEZIA"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","ALLEANZA VERDI E SINISTRA","DANIELE MONTEBELLO","06/03/1986","LA SPEZIA"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","DANIELE MONTEBELLO","06/03/1986","LA SPEZIA"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","DANIELE MONTEBELLO","06/03/1986","LA SPEZIA"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","ITALIA SOVRANA E POPOLARE","FIORELLA AMORUSO","02/11/1961","POSTIGLIONE (SA)"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","MOVIMENTO 5 STELLE","FEDERICA GIORGI","15/11/1970","LA SPEZIA"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","VITA","ROBERTO FERRARA","22/10/1965","MONTEROTONDO (RM)"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","AZIONE - ITALIA VIVA - CALENDA","SILVIA GARIBALDI","24/05/1973","CHIAVARI (GE)"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","LEGA PER SALVINI PREMIER","ROBERTO BAGNASCO","07/04/1950","NOVI LIGURE (AL)"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","FRATELLI D'ITALIA CON GIORGIA MELONI","ROBERTO BAGNASCO","07/04/1950","NOVI LIGURE (AL)"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","FORZA ITALIA","ROBERTO BAGNASCO","07/04/1950","NOVI LIGURE (AL)"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ROBERTO BAGNASCO","07/04/1950","NOVI LIGURE (AL)"
"LIGURIA","LIGURIA - U04 (LA SPEZIA)","MASTELLA NOI DI CENTRO EUROPEISTI","GAETANO RUSSO","28/03/1941","LA SPEZIA"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","ITALIA SOVRANA E POPOLARE","ELISA ZERBINI","25/02/1972","FIORENZUOLA D'ARDA (PC)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","VITA","ENRICO SCOTTI","30/09/1975","PIACENZA (PC)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","SUD CHIAMA NORD","TRACY KONADU APONTUAH","19/03/1993","TEMA (GHANA)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","MASTELLA NOI DI CENTRO EUROPEISTI","ROBERTO CALESTANI","10/06/1964","PARMA (PR)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","AZIONE - ITALIA VIVA - CALENDA","SABRINA DE CANIO ","16/06/1964","PIACENZA (PC)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","ITALEXIT PER L'ITALIA","CINZIA CICOGNINI","11/12/1981","CODOGNO (LO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","FORZA ITALIA","TOMMASO FOTI","28/04/1960","PIACENZA (PC)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","FRATELLI D'ITALIA CON GIORGIA MELONI","TOMMASO FOTI","28/04/1960","PIACENZA (PC)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","TOMMASO FOTI","28/04/1960","PIACENZA (PC)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","LEGA PER SALVINI PREMIER","TOMMASO FOTI","28/04/1960","PIACENZA (PC)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","ALLEANZA VERDI E SINISTRA","BEATRICE GHETTI","04/03/1984","PIACENZA (PC)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)"," +EUROPA","BEATRICE GHETTI","04/03/1984","PIACENZA (PC)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","BEATRICE GHETTI","04/03/1984","PIACENZA (PC)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","BEATRICE GHETTI","04/03/1984","PIACENZA (PC)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","MOVIMENTO 5 STELLE","CARMINE DE FALCO","21/03/1953","OSPEDALETTO D'ALPINOLO (AV)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO","ROSARIO BRANCATI","05/01/1959","VITTORIA (RG)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U01 (PIACENZA)","UNIONE POPOLARE CON DE MAGISTRIS","ELENA MARIA ANELLI","04/02/1953","PIACENZA (PC)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","ITALIA SOVRANA E POPOLARE","MARIA TERESA GALASSO","11/04/1997","TARANTO (TA)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","VITA","RAOUL CIPOLLONE","18/11/1985","ROMA (RM)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","SUD CHIAMA NORD","RAJBIR SINGH","14/07/1992","SANGRUR (INDIA)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","MASTELLA NOI DI CENTRO EUROPEISTI","ANDREA GROSSI","03/07/1975","PARMA (PR)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","AZIONE - ITALIA VIVA - CALENDA","MATTEO FERRONI","08/03/1972","FOLIGNO (PG)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","ITALEXIT PER L'ITALIA","SANDRA MARCHIGNOLI","15/07/1965","PARMA (PR)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","FORZA ITALIA","LAURA CAVANDOLI","15/12/1971","PARMA (PR)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","FRATELLI D'ITALIA CON GIORGIA MELONI","LAURA CAVANDOLI","15/12/1971","PARMA (PR)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","LAURA CAVANDOLI","15/12/1971","PARMA (PR)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","LEGA PER SALVINI PREMIER","LAURA CAVANDOLI","15/12/1971","PARMA (PR)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","ALLEANZA VERDI E SINISTRA","MICHELE  VANOLLI","18/11/1985","CARRARA (MS)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)"," +EUROPA","MICHELE  VANOLLI","18/11/1985","CARRARA (MS)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MICHELE  VANOLLI","18/11/1985","CARRARA (MS)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MICHELE  VANOLLI","18/11/1985","CARRARA (MS)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","MOVIMENTO 5 STELLE","DAVIDE ZANICHELLI","27/06/1983","GUASTALLA (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO","PAOLO VENTURI","07/10/1962","REGGIO NELL'EMILIA (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U02 (PARMA)","UNIONE POPOLARE CON DE MAGISTRIS","ANTONIO VARATTA","05/05/1967","VENAFRO (IS)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","ITALIA SOVRANA E POPOLARE","FRANCESCO FACCIOLI","22/02/1971","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","VITA","SIMONA GHERPELLI","08/03/1976","REGGIO NELL'EMILIA (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","SUD CHIAMA NORD","RAJASULAKSHANA JESUTHASAN","25/10/1984","PALAI (SRI LANKA)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","MASTELLA NOI DI CENTRO EUROPEISTI","LUCA PANCALDI","26/02/1969","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","AZIONE - ITALIA VIVA - CALENDA","MAURA MANGHI","10/07/1956","REGGIO NELL'EMILIA (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","ITALEXIT PER L'ITALIA","ERMANNO SEZZI","14/04/1960","REGGIO NELL'EMILIA (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","FORZA ITALIA","ROBERTA RIGON","09/04/1973","CARPI (MO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","FRATELLI D'ITALIA CON GIORGIA MELONI","ROBERTA RIGON","09/04/1973","CARPI (MO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ROBERTA RIGON","09/04/1973","CARPI (MO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","LEGA PER SALVINI PREMIER","ROBERTA RIGON","09/04/1973","CARPI (MO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","ALLEANZA VERDI E SINISTRA","ILENIA MALAVASI","22/10/1971","CORREGGIO (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)"," +EUROPA","ILENIA MALAVASI","22/10/1971","CORREGGIO (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ILENIA MALAVASI","22/10/1971","CORREGGIO (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ILENIA MALAVASI","22/10/1971","CORREGGIO (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","MOVIMENTO 5 STELLE","DANIELE PICCOLI","25/09/1981","MONTECCHIO EMILIA (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO","CARMEN GRAZIOSO","10/05/1986","NAPOLI (NA)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U03 (REGGIO NELL'EMILIA)","UNIONE POPOLARE CON DE MAGISTRIS","NATALE CUCCURESE","11/01/1959","AFRAGOLA (NA)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","ITALIA SOVRANA E POPOLARE","NIVEL EGIDIO RUINI","10/09/1953","TOANO (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","VITA","VALERIA DRUSIANI","14/06/1971","MODENA (MO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","MASTELLA NOI DI CENTRO EUROPEISTI","ALESSANDRO ODDERA","25/08/1962","GENOVA (GE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","AZIONE - ITALIA VIVA - CALENDA","CLAUDIA CICOLANI","01/05/1977","L'AQUILA (AQ)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","ITALEXIT PER L'ITALIA","MARIA GANDINI DETTA MIA","30/08/1961","UDINE (UD)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","FORZA ITALIA","DANIELA DONDI","12/01/1962","MODENA (MO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","FRATELLI D'ITALIA CON GIORGIA MELONI","DANIELA DONDI","12/01/1962","MODENA (MO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","DANIELA DONDI","12/01/1962","MODENA (MO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","LEGA PER SALVINI PREMIER","DANIELA DONDI","12/01/1962","MODENA (MO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","ALLEANZA VERDI E SINISTRA","ABOUBAKAR SOUMAHORO ","06/06/1980","BETROULILIE LAKOTA (COSTA D'AVORIO) "
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)"," +EUROPA","ABOUBAKAR SOUMAHORO ","06/06/1980","BETROULILIE LAKOTA (COSTA D'AVORIO) "
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ABOUBAKAR SOUMAHORO ","06/06/1980","BETROULILIE LAKOTA (COSTA D'AVORIO) "
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ABOUBAKAR SOUMAHORO ","06/06/1980","BETROULILIE LAKOTA (COSTA D'AVORIO) "
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","MOVIMENTO 5 STELLE","STEFANIA ASCARI","03/03/1980","CORREGGIO (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO","CATERINA DI LAURO","20/07/1983","CASERTA (CE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U04 (MODENA)","UNIONE POPOLARE CON DE MAGISTRIS","JOSE CARRASSO","15/03/1978","ACQUAVIVA DELLE FONTI (BA)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","ITALIA SOVRANA E POPOLARE","ANGELO GIUSEPPE CORDARO","30/04/1961","CASTELTERMINI (AG)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","VITA","CRISTINA D'ONOFRIO","11/09/1978","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","MASTELLA NOI DI CENTRO EUROPEISTI","ANTONINO CIANCIMINO","23/03/1972","RIBERA (AG)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","AZIONE - ITALIA VIVA - CALENDA","MARA MUCCI","05/07/1982","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","ITALEXIT PER L'ITALIA","STEFANIA CHIAPPE","02/04/1967","CAGLIARI (CA)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","FORZA ITALIA","BENEDETTA  FIORINI","09/01/1976","REGGIO NELL'EMILIA (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","FRATELLI D'ITALIA CON GIORGIA MELONI","BENEDETTA  FIORINI","09/01/1976","REGGIO NELL'EMILIA (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","BENEDETTA  FIORINI","09/01/1976","REGGIO NELL'EMILIA (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","LEGA PER SALVINI PREMIER","BENEDETTA  FIORINI","09/01/1976","REGGIO NELL'EMILIA (RE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","ALLEANZA VERDI E SINISTRA","ANGELO BONELLI","30/07/1962","ROMA (RM)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)"," +EUROPA","ANGELO BONELLI","30/07/1962","ROMA (RM)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ANGELO BONELLI","30/07/1962","ROMA (RM)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ANGELO BONELLI","30/07/1962","ROMA (RM)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","MOVIMENTO 5 STELLE","LORENZA D'AMATO","05/01/1982","CASTEL SAN PIETRO TERME (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO","PATRIK PALUMBO","23/05/1972","NAPOLI (NA)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U05 (IMOLA)","UNIONE POPOLARE CON DE MAGISTRIS","ALESSANDRO BERNARDI","28/07/1954","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","ITALIA SOVRANA E POPOLARE","FRANCESCO TABARONI","02/09/1983","MEDICINA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","VITA","MASSIMO SCARPELLI","12/06/1970","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","MASTELLA NOI DI CENTRO EUROPEISTI","GIUSEPPE FRISINA","22/03/1959","CALTANISSETTA (CL)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","AZIONE - ITALIA VIVA - CALENDA","NAIKE GRUPPIONI","25/01/1979","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","ITALEXIT PER L'ITALIA","FABIO FABBRI","27/08/1975","FAENZA (RA)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","FORZA ITALIA","DALILA JOLANDA ANSALONE","17/08/1993","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","FRATELLI D'ITALIA CON GIORGIA MELONI","DALILA JOLANDA ANSALONE","17/08/1993","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","DALILA JOLANDA ANSALONE","17/08/1993","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","LEGA PER SALVINI PREMIER","DALILA JOLANDA ANSALONE","17/08/1993","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","ALLEANZA VERDI E SINISTRA","VIRGINIO  MEROLA","14/02/1955","SANTA MARIA CAPUA VETERE (CE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)"," +EUROPA","VIRGINIO  MEROLA","14/02/1955","SANTA MARIA CAPUA VETERE (CE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","VIRGINIO  MEROLA","14/02/1955","SANTA MARIA CAPUA VETERE (CE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","VIRGINIO  MEROLA","14/02/1955","SANTA MARIA CAPUA VETERE (CE)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","MOVIMENTO 5 STELLE","MARZIA CALZONI","29/07/1956","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO","LEONARDO SANI","30/05/1965","FIRENZE (FI)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U06 (BOLOGNA)","UNIONE POPOLARE CON DE MAGISTRIS","SIMONA FERLINI","15/10/1965","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)","ITALIA SOVRANA E POPOLARE","MARCO DOMENICO ROGATO","18/10/1987","SAN CATALDO (CL)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)","VITA","ELISA BUSSETTI","23/01/1974","CARPI (MO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)","MASTELLA NOI DI CENTRO EUROPEISTI","MANUELA ZOLI","20/12/1957","FORLI' (FC)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)","AZIONE - ITALIA VIVA - CALENDA","GIAMPIERO VERONESI","18/05/1974","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)","ITALEXIT PER L'ITALIA","STEFANO  CHIESI MAZZANTI","25/03/1965","BOLOGNA (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)","FORZA ITALIA","GIUSEPPE GALATI","13/07/1961","CATANZARO (CZ)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)","FRATELLI D'ITALIA CON GIORGIA MELONI","GIUSEPPE GALATI","13/07/1961","CATANZARO (CZ)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","GIUSEPPE GALATI","13/07/1961","CATANZARO (CZ)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)","LEGA PER SALVINI PREMIER","GIUSEPPE GALATI","13/07/1961","CATANZARO (CZ)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)","ALLEANZA VERDI E SINISTRA","ANDREA DE MARIA","05/10/1966","BAZZANO (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)"," +EUROPA","ANDREA DE MARIA","05/10/1966","BAZZANO (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ANDREA DE MARIA","05/10/1966","BAZZANO (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ANDREA DE MARIA","05/10/1966","BAZZANO (BO)"
"EMILIA-ROMAGNA","EMILIA-ROMAGNA - U07 (CARPI)","MOVIMENTO 5 STELLE","MATTIA VERONESI","26/04/1990","MODENA (MO)"
